traj_id,data_id,maneuver_label
1,67,1
1,68,1
1,69,0
1,70,0
1,71,1
1,72,1
1,73,1
1,74,1
1,75,1
1,76,1
1,77,1
1,78,1
1,79,0
1,80,1
1,81,0
1,82,1
1,83,1
1,84,1
1,85,0
1,86,1
1,87,1
1,88,1
1,89,1
1,90,1
1,91,1
1,92,1
1,93,1
1,94,1
1,95,1
1,96,1
1,97,1
1,98,1
1,99,1
2,0,1
2,1,1
2,2,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,0
2,12,0
2,13,1
2,14,1
2,15,1
2,16,1
2,17,1
2,18,1
2,19,0
2,20,1
2,21,1
2,22,1
2,23,1
2,24,1
2,25,0
2,26,1
2,27,1
2,28,1
2,29,1
2,30,1
2,31,1
2,32,1
2,33,1
2,34,1
2,35,1
2,36,1
2,37,1
2,38,1
2,39,1
2,40,1
2,41,1
2,42,1
2,43,1
2,44,1
2,45,1
2,46,1
2,47,1
2,48,1
2,49,1
2,50,1
2,51,1
2,52,1
2,53,0
2,54,1
2,55,0
2,56,1
2,57,1
2,58,1
2,59,1
2,60,1
2,61,1
2,62,1
2,63,1
2,64,1
2,65,1
2,66,1
2,67,1
2,68,1
2,69,1
2,70,1
2,71,1
2,72,1
2,73,1
2,74,1
2,75,1
2,76,1
2,77,1
2,78,1
2,79,0
2,80,0
2,81,0
2,82,0
2,83,0
2,84,0
2,85,0
2,86,0
2,87,0
2,88,0
2,89,0
2,90,0
2,91,0
2,92,0
2,93,0
2,94,0
2,95,0
2,96,0
2,97,0
2,98,0
2,99,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1
3,13,1
3,14,1
3,15,1
3,16,0
3,17,0
3,18,1
3,19,1
3,20,0
3,21,0
3,22,0
3,23,0
3,24,0
3,25,0
3,26,1
3,27,1
3,28,0
3,29,0
3,30,0
3,31,0
3,32,0
3,33,0
3,34,1
3,35,0
3,36,1
3,37,0
3,38,0
3,39,0
3,40,1
3,41,1
3,42,1
3,43,1
3,44,0
3,45,0
3,46,0
3,47,1
3,48,1
3,49,1
3,50,0
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,58,0
3,59,0
3,60,0
3,61,0
3,62,1
3,63,0
3,64,0
3,65,0
3,66,0
3,67,0
3,68,0
3,69,0
3,70,0
3,71,0
3,72,0
3,73,0
3,74,0
3,75,0
3,76,0
3,77,0
3,78,0
3,79,0
3,80,0
3,81,0
3,82,0
3,83,0
3,84,0
3,85,0
3,86,0
3,87,0
3,88,0
3,89,0
3,90,0
3,91,0
3,92,0
3,93,0
3,94,0
3,95,0
3,96,0
3,97,0
3,98,0
3,99,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,1
4,11,1
4,12,0
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,0
4,20,1
4,21,1
4,22,1
4,23,1
4,24,1
4,25,0
4,26,0
4,27,0
4,28,1
4,29,1
4,30,0
4,31,0
4,32,0
4,33,0
4,34,0
4,35,0
4,36,1
4,37,0
4,38,0
4,39,0
4,40,0
4,41,0
4,42,1
4,43,1
4,44,1
4,45,1
4,46,1
4,47,0
4,48,1
4,49,1
4,50,1
4,51,1
4,52,1
4,53,0
4,54,0
4,55,0
4,56,0
4,57,0
4,58,0
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,64,0
4,65,0
4,66,0
4,67,0
4,68,0
4,69,0
4,70,0
4,71,0
4,72,0
4,73,0
4,74,0
4,75,0
4,76,0
4,77,0
4,78,0
4,79,0
4,80,0
4,81,0
4,82,0
4,83,0
4,84,0
4,85,0
4,86,0
4,87,0
4,88,0
4,89,0
4,90,0
4,91,0
4,92,0
4,93,0
4,94,0
4,95,0
4,96,0
4,97,0
4,98,0
4,99,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,1
5,13,1
5,14,1
5,15,0
5,16,0
5,17,0
5,18,1
5,19,1
5,20,1
5,21,0
5,22,0
5,23,0
5,24,0
5,25,0
5,26,1
5,27,0
5,28,0
5,29,0
5,30,0
5,31,0
5,32,0
5,33,0
5,34,0
5,35,0
5,36,1
5,37,1
5,38,0
5,39,0
5,40,0
5,41,0
5,42,0
5,43,0
5,44,0
5,45,0
5,46,1
5,47,1
5,48,0
5,49,0
5,50,0
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,1
5,57,1
5,58,0
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
5,64,0
5,65,0
5,66,0
5,67,0
5,68,1
5,69,0
5,70,0
5,71,0
5,72,0
5,73,0
5,74,0
5,75,0
5,76,0
5,77,0
5,78,0
5,79,0
5,80,0
5,81,0
5,82,0
5,83,0
5,84,0
5,85,0
5,86,0
5,87,0
5,88,0
5,89,0
5,90,0
5,91,0
5,92,0
5,93,0
5,94,0
5,95,0
5,96,0
5,97,0
5,98,0
5,99,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
6,16,1
6,17,1
6,18,1
6,19,1
6,20,1
6,21,1
6,22,1
6,23,1
6,24,0
6,25,0
6,26,0
6,27,1
6,28,1
6,29,1
6,30,0
6,31,1
6,32,1
6,33,1
6,34,0
6,35,0
6,36,1
6,37,1
6,38,0
6,39,1
6,40,1
6,41,1
6,42,0
6,43,0
6,44,0
6,45,1
6,46,1
6,47,0
6,48,1
6,49,1
6,50,1
6,51,0
6,52,0
6,53,0
6,54,1
6,55,1
6,56,0
6,57,1
6,58,1
6,59,1
6,60,1
6,61,0
6,62,0
6,63,0
6,64,1
6,65,1
6,66,1
6,67,0
6,68,0
6,69,1
6,70,1
6,71,1
6,72,0
6,73,0
6,74,1
6,75,0
6,76,0
6,77,1
6,78,1
6,79,1
6,80,1
6,81,1
6,82,1
6,83,1
6,84,1
6,85,1
6,86,1
6,87,1
6,88,1
6,89,0
6,90,0
6,91,0
6,92,0
6,93,0
6,94,0
6,95,0
6,96,0
6,97,0
6,98,0
6,99,0
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,7,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,1
7,17,0
7,18,0
7,19,1
7,20,1
7,21,1
7,22,1
7,23,1
7,24,1
7,25,1
7,26,1
7,27,1
7,28,1
7,29,1
7,30,0
7,31,1
7,32,1
7,33,1
7,34,1
7,35,1
7,36,1
7,37,0
7,38,0
7,39,0
7,40,1
7,41,1
7,42,1
7,43,1
7,44,1
7,45,1
7,46,1
7,47,1
7,48,1
7,49,1
7,50,1
7,51,1
7,52,1
7,53,1
7,54,1
7,55,1
7,56,1
7,57,1
7,58,1
7,59,1
7,60,1
7,61,1
7,62,1
7,63,1
7,64,1
7,65,0
7,66,1
7,67,1
7,68,1
7,69,1
7,70,1
7,71,1
7,72,1
7,73,1
7,74,1
7,75,1
7,76,1
7,77,1
7,78,1
7,79,1
7,80,1
7,81,1
7,82,1
7,83,1
7,84,1
7,85,1
7,86,1
7,87,1
7,88,1
7,89,1
7,90,1
7,91,1
7,92,1
7,93,1
7,94,1
7,95,1
7,96,0
7,97,0
7,98,0
7,99,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,1
8,16,1
8,17,1
8,18,1
8,19,0
8,20,1
8,21,1
8,22,0
8,23,1
8,24,1
8,25,1
8,26,1
8,27,1
8,28,1
8,29,0
8,30,1
8,31,0
8,32,0
8,33,1
8,34,1
8,35,1
8,36,0
8,37,1
8,38,0
8,39,0
8,40,1
8,41,1
8,42,1
8,43,1
8,44,1
8,45,1
8,46,1
8,47,1
8,48,1
8,49,1
8,50,0
8,51,0
8,52,0
8,53,0
8,54,0
8,55,0
8,56,0
8,57,0
8,58,0
8,59,1
8,60,0
8,61,0
8,62,0
8,63,0
8,64,0
8,65,0
8,66,0
8,67,0
8,68,0
8,69,0
8,70,0
8,71,0
8,72,0
8,73,0
8,74,0
8,75,0
8,76,0
8,77,0
8,78,0
8,79,0
8,80,0
8,81,0
8,82,0
8,83,0
8,84,0
8,85,0
8,86,0
8,87,0
8,88,0
8,89,0
8,90,0
8,91,0
8,92,0
8,93,0
8,94,0
8,95,0
8,96,0
8,97,0
8,98,0
8,99,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,1
9,13,1
9,14,1
9,15,0
9,16,0
9,17,0
9,18,1
9,19,1
9,20,0
9,21,0
9,22,0
9,23,0
9,24,1
9,25,1
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
9,31,0
9,32,1
9,33,1
9,34,1
9,35,0
9,36,1
9,37,1
9,38,1
9,39,1
9,40,1
9,41,1
9,42,0
9,43,0
9,44,1
9,45,1
9,46,0
9,47,1
9,48,0
9,49,0
9,50,0
9,51,1
9,52,1
9,53,0
9,54,1
9,55,1
9,56,1
9,57,0
9,58,0
9,59,1
9,60,1
9,61,1
9,62,0
9,63,1
9,64,0
9,65,0
9,66,1
9,67,1
9,68,1
9,69,1
9,70,1
9,71,1
9,72,1
9,73,1
9,74,1
9,75,1
9,76,1
9,77,0
9,78,0
9,79,0
9,80,1
9,81,1
9,82,1
9,83,1
9,84,1
9,85,1
9,86,1
9,87,1
9,88,1
9,89,1
9,90,1
9,91,1
9,92,1
9,93,1
9,94,1
9,95,1
9,96,1
9,97,1
9,98,1
9,99,1
10,0,1
10,1,1
10,2,1
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,0
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,1
10,19,1
10,20,1
10,21,1
10,22,1
10,23,0
10,24,0
10,25,1
10,26,1
10,27,1
10,28,1
10,29,1
10,30,0
10,31,1
10,32,1
10,33,1
10,34,1
10,35,1
10,36,1
10,37,1
10,38,1
10,39,1
10,40,1
10,41,1
10,42,1
10,43,1
10,44,1
10,45,1
10,46,1
10,47,1
10,48,1
10,49,1
10,50,1
10,51,1
10,52,1
10,53,1
10,54,1
10,55,1
10,56,1
10,57,1
10,58,1
10,59,1
10,60,1
10,61,1
10,62,1
10,63,1
10,64,1
10,65,1
10,66,1
10,67,1
10,68,1
10,69,1
10,70,1
10,71,1
10,72,1
10,73,1
10,74,1
10,75,1
10,76,1
10,77,1
10,78,1
10,79,1
10,80,1
10,81,1
10,82,1
10,83,1
10,84,1
10,85,1
10,86,1
10,87,1
10,88,1
10,89,1
10,90,1
10,91,1
10,92,1
10,93,0
10,94,0
10,95,0
10,96,0
10,97,0
10,98,1
10,99,1
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,1
11,11,1
11,12,1
11,13,1
11,14,0
11,15,0
11,16,0
11,17,0
11,18,1
11,19,1
11,20,1
11,21,1
11,22,0
11,23,1
11,24,1
11,25,1
11,26,1
11,27,1
11,28,1
11,29,1
11,30,1
11,31,1
11,32,1
11,33,1
11,34,1
11,35,1
11,36,0
11,37,1
11,38,1
11,39,1
11,40,1
11,41,1
11,42,1
11,43,1
11,44,1
11,45,1
11,46,1
11,47,1
11,48,1
11,49,1
11,50,1
11,51,0
11,52,1
11,53,1
11,54,1
11,55,1
11,56,1
11,57,1
11,58,1
11,59,1
11,60,1
11,61,1
11,62,1
11,63,1
11,64,1
11,65,0
11,66,1
11,67,1
11,68,1
11,69,1
11,70,1
11,71,1
11,72,1
11,73,1
11,74,1
11,75,1
11,76,1
11,77,0
11,78,0
11,79,1
11,80,1
11,81,1
11,82,1
11,83,0
11,84,1
11,85,1
11,86,1
11,87,1
11,88,1
11,89,1
11,90,1
11,91,1
11,92,1
11,93,1
11,94,0
11,95,0
11,96,0
11,97,0
11,98,0
11,99,0
